time,lat,lon,labels,bt_vmax_kt,bt_mslp_hpa,atms,mw_dt_min,warm_core_300_K,warm_core_peak_hpa,spread_core_300_K,core_rain_mmh,max_rain_mmh,ir_coverage,c13_bias_K,c13_std_K,rain_rmse_imerg_mmh,rain_rmse_imerg_unet_mmh,imerg_core_rain_mmh,fit_atms5_K,fit_atms6_K,fit_atms7_K,fit_atms8_K,fit_atms9_K,fit_atms16_K,fit_atms17_K,fit_atms18_K,fit_atms22_K
2026-09-21T00:00,15.1,-104.8,precip,35.0,1004.0,False,-9999.0,1.3783416748046875,600,0.07363759726285934,4.202380657196045,11.581538200378418,1.0,19.810699462890625,10.693382263183594,3.1166000366210938,3.1188852787017822,1.9113398790359497,,,,,,,,,
2026-09-21T02:00,15.233333333333333,-104.56666666666666,precip,36.666666666666664,1003.6666666666666,False,-9999.0,0.7191314697265625,600,0.13628366589546204,6.5292134284973145,12.270377159118652,1.0,22.846759796142578,12.093350410461426,2.730041980743408,2.7591097354888916,9.20425033569336,,,,,,,,,
2026-09-21T06:00,15.5,-104.1,precip,40.0,1003.0,False,-9999.0,1.9364471435546875,300,0.0853765457868576,8.343122482299805,10.192988395690918,1.0,26.333236694335938,10.180683135986328,2.5375406742095947,2.547207832336426,7.572810173034668,,,,,,,,,
2026-09-21T08:00,15.466666666666667,-103.93333333333332,precip,45.0,1001.0,True,57.0,2.5389251708984375,300,0.08248975872993469,41.518714904785156,57.93693542480469,1.0,20.784141540527344,8.257620811462402,10.435101509094238,10.735429763793945,8.01880931854248,2.4277265071868896,1.7498258352279663,0.8426938056945801,0.5856932997703552,0.807109534740448,21.39495086669922,22.07583236694336,13.443581581115723,12.291245460510254
2026-09-21T12:00,15.4,-103.6,precip,55.0,997.0,False,-9999.0,2.6916046142578125,300,0.08274239301681519,10.42306900024414,11.68486213684082,1.0,26.787681579589844,8.341029167175293,3.532412052154541,3.5372374057769775,11.517488479614258,,,,,,,,,
2026-09-21T14:00,15.333333333333334,-103.39999999999999,precip,60.0,990.6666666666666,False,-9999.0,3.140655517578125,300,0.08557873964309692,12.192453384399414,15.149630546569824,1.0,25.981538772583008,9.295602798461914,3.651914119720459,3.6246585845947266,11.502578735351562,,,,,,,,,
2026-09-21T18:00,15.2,-103.0,precip,70.0,978.0,False,-9999.0,2.591217041015625,300,0.10562639683485031,10.812381744384766,12.555444717407227,1.0,24.653850555419922,9.572312355041504,3.4210364818573,3.4395036697387695,13.140887260437012,,,,,,,,,
2026-09-21T20:00,15.166666666666666,-102.83333333333333,precip,76.66666666666667,974.3333333333334,True,9.0,4.121673583984375,300,0.07517509162425995,42.115909576416016,51.49844741821289,1.0,20.343542098999023,8.910722732543945,10.103492736816406,10.160444259643555,7.57074499130249,4.960495948791504,2.51727294921875,1.245622158050537,0.730847179889679,0.7286504507064819,17.561410903930664,26.869626998901367,14.453492164611816,10.741929054260254
2026-09-22T00:00,15.1,-102.5,precip,90.0,967.0,False,-9999.0,2.9315948486328125,300,0.0919913649559021,11.443084716796875,14.0121431350708,1.0,25.891143798828125,8.272592544555664,4.047853946685791,4.0328240394592285,18.169368743896484,,,,,,,,,
2026-09-22T02:00,14.966666666666667,-102.33333333333333,precip,100.0,959.6666666666666,False,-9999.0,2.3852691650390625,300,0.10446775704622269,10.52370834350586,14.835979461669922,1.0,23.62106704711914,8.711350440979004,4.432493209838867,4.436346054077148,16.474475860595703,,,,,,,,,
2026-09-22T06:00,14.7,-102.0,precip,120.0,945.0,False,-9999.0,3.29400634765625,300,0.11633384972810745,11.061592102050781,14.152961730957031,1.0,22.503807067871094,10.29023265838623,4.183139801025391,4.190988540649414,13.916757583618164,,,,,,,,,
2026-09-22T08:00,14.666666666666666,-101.86666666666666,precip,126.66666666666667,938.6666666666666,True,39.0,3.8394775390625,300,0.07345187664031982,42.821475982666016,52.74418640136719,1.0,23.37959098815918,8.806357383728027,12.302977561950684,12.396822929382324,16.463510513305664,3.436192750930786,2.7186334133148193,1.2767107486724854,0.7297888994216919,0.5852676033973694,23.604455947875977,32.94703674316406,21.05221176147461,16.84586524963379
2026-09-22T14:00,14.6,-101.56666666666666,precip,145.0,914.6666666666666,False,-9999.0,4.5867462158203125,300,0.0831027701497078,17.416046142578125,21.918846130371094,1.0,25.583070755004883,9.269440650939941,4.5895538330078125,4.587033271789551,13.389451026916504,,,,,,,,,
2026-09-22T18:00,14.6,-101.5,precip,155.0,892.0,False,-9999.0,4.4503631591796875,300,0.11390191316604614,13.49239730834961,17.25613784790039,1.0,22.91520881652832,9.550223350524902,4.086610317230225,4.090108394622803,14.01928424835205,,,,,,,,,
2026-09-22T20:00,14.6,-101.46666666666667,precip,151.66666666666666,896.3333333333334,True,9.0,5.158416748046875,300,0.10159848630428314,46.404788970947266,58.712982177734375,1.0,21.44329833984375,9.492292404174805,9.463479995727539,9.564676284790039,22.022865295410156,3.6951022148132324,2.2519710063934326,1.1516127586364746,0.8609580993652344,0.530120313167572,19.992477416992188,28.964698791503906,17.01829719543457,13.333815574645996
2026-09-23T00:00,14.6,-101.4,precip,145.0,905.0,False,-9999.0,5.3235321044921875,300,0.09321187436580658,15.699590682983398,18.349933624267578,1.0,23.51142120361328,6.260806083679199,4.074297904968262,4.101388931274414,23.03063201904297,,,,,,,,,
2026-09-23T02:00,14.666666666666666,-101.36666666666667,precip,143.33333333333334,908.3333333333334,False,-9999.0,4.72235107421875,300,0.10366348922252655,12.461959838867188,16.51918601989746,1.0,25.82238006591797,8.02614974975586,3.9933321475982666,4.011410236358643,16.337135314941406,,,,,,,,,
2026-09-23T06:00,14.8,-101.3,precip,140.0,915.0,False,-9999.0,3.6045684814453125,300,0.07639956474304199,9.633126258850098,11.893193244934082,1.0,25.750316619873047,9.427591323852539,4.063636302947998,4.063657760620117,10.660916328430176,,,,,,,,,
2026-09-23T08:00,14.933333333333334,-101.39999999999999,precip,136.66666666666666,918.3333333333334,True,21.0,3.3720855712890625,300,0.0774175226688385,15.844334602355957,49.39133834838867,1.0,22.397563934326172,9.454789161682129,10.293807983398438,10.476633071899414,12.764226913452148,3.442430257797241,2.3338611125946045,1.2224866151809692,0.664873480796814,0.5815216302871704,22.58485221862793,26.932392120361328,18.268678665161133,13.195964813232422
2026-09-23T12:00,15.2,-101.6,precip,130.0,925.0,False,-9999.0,1.3384246826171875,500,0.09358195960521698,5.1453375816345215,12.565292358398438,1.0,21.503299713134766,7.670455455780029,5.941129207611084,5.917450904846191,1.9119012355804443,,,,,,,,,
2026-09-23T14:00,15.299999999999999,-101.76666666666667,precip,128.33333333333334,927.0,False,-9999.0,1.173553466796875,500,0.07999615371227264,5.359414100646973,16.40892791748047,1.0,20.683757781982422,8.039200782775879,5.173221588134766,5.198647975921631,3.2775139808654785,,,,,,,,,
2026-09-23T18:00,15.5,-102.1,precip,125.0,931.0,True,90.0,2.0469207763671875,600,0.09544599056243896,5.257072448730469,24.806013107299805,1.0,18.279582977294922,9.412346839904785,5.7958245277404785,5.898075103759766,10.22830581665039,2.545475959777832,2.2966980934143066,1.6029338836669922,0.6119743585586548,0.6239396929740906,39.08514404296875,32.77745056152344,19.563003540039062,8.096637725830078
2026-09-23T20:00,15.6,-102.16666666666666,precip,130.0,928.3333333333334,True,-9.0,4.269256591796875,300,0.07589671015739441,13.817481994628906,33.898704528808594,1.0,18.837148666381836,8.873680114746094,6.117368221282959,6.226396560668945,11.308358192443848,5.479771137237549,2.3369476795196533,1.1746578216552734,0.6244444251060486,0.6264830231666565,17.03074073791504,34.91250228881836,19.036542892456055,12.844246864318848
2026-09-24T00:00,15.8,-102.3,precip,140.0,923.0,False,-9999.0,5.6413726806640625,300,0.11319416761398315,16.710683822631836,25.76202392578125,1.0,21.617298126220703,8.757951736450195,4.801179885864258,4.827999591827393,11.259406089782715,,,,,,,,,
2026-09-24T02:00,16.0,-102.53333333333333,precip,140.0,923.0,False,-9999.0,4.8072052001953125,300,0.10127485543489456,12.183099746704102,21.23590087890625,1.0,22.66353988647461,8.862942695617676,4.135870933532715,4.154670238494873,11.664876937866211,,,,,,,,,
2026-09-24T06:00,16.4,-103.0,precip,140.0,923.0,False,-9999.0,5.7252960205078125,300,0.09324294328689575,16.26020050048828,25.514978408813477,1.0,23.628673553466797,7.682537078857422,3.7127184867858887,3.7485105991363525,15.504515647888184,,,,,,,,,
2026-09-24T08:00,16.5,-103.3,precip,138.33333333333334,924.3333333333334,True,3.0,5.3244781494140625,300,0.0961264967918396,42.351531982421875,77.83932495117188,1.0,20.509323120117188,8.580326080322266,11.72484016418457,12.111906051635742,19.014223098754883,4.031589508056641,1.7986961603164673,1.1248016357421875,0.5830023288726807,0.6152656674385071,37.29166030883789,34.003883361816406,20.874765396118164,12.694217681884766
2026-09-24T12:00,16.7,-103.9,precip,135.0,927.0,False,-9999.0,4.2430877685546875,300,0.07441508769989014,10.767487525939941,15.517565727233887,1.0,27.025856018066406,7.005335807800293,6.8377366065979,6.837663650512695,23.24626922607422,,,,,,,,,
2026-09-24T14:00,16.766666666666666,-104.23333333333333,precip,133.33333333333334,930.6666666666666,False,-9999.0,3.9662322998046875,300,0.09889335930347443,12.386707305908203,16.379920959472656,1.0,26.969505310058594,6.922483444213867,7.527080535888672,7.528160095214844,19.691967010498047,,,,,,,,,
2026-09-24T18:00,16.9,-104.9,precip,130.0,938.0,False,-9999.0,2.70654296875,300,0.07874682545661926,8.74640941619873,12.317344665527344,1.0,25.669208526611328,6.364521503448486,7.649142742156982,7.6329450607299805,16.352022171020508,,,,,,,,,
